firm,time,open,high,low,close,dailyreturn,volume,Liquidity,yearReport,lengthReport,TOTALASSETS,LIABILITIES,Currentliabilities,Cashandcashequivalents,Revenue,PAT,SIZE,LEV,ROA,CASHRATIO,RevenueYoY,vnopen,vnhigh,vnlow,vnclose,vnvolume,vngrowth
CMG,2024-01-26 00:00:00.000000 UTC,39.0,39.95,39.0,39.9,0.0179,122548,8192576.0,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1173.26,1176.76,1173.26,1175.67,575224219,0.0045000000000000005
CMG,2024-01-25 00:00:00.000000 UTC,39.25,39.25,38.9,39.2,-0.0013,73148,5785864.306,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1173.7,1173.83,1168.5,1170.37,540538159,-0.0022
CMG,2024-01-24 00:00:00.000000 UTC,38.85,39.35,37.55,39.25,0.0,265339,5592452.143,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1177.5,1180.3,1172.0,1172.97,733190188,-0.0038
CMG,2024-01-23 00:00:00.000000 UTC,40.0,40.0,38.95,39.25,-0.0188,149607,10268307.69,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1184.13,1184.74,1173.78,1177.5,683712214,-0.0045000000000000005
CMG,2024-01-22 00:00:00.000000 UTC,40.3,40.3,39.65,40.0,0.0,166860,5780758.621,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1185.6,1186.96,1175.54,1182.86,889755900,0.0012
CMG,2024-01-19 00:00:00.000000 UTC,39.6,40.3,37.4,40.0,0.0127,419105,20052482.22,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1171.5,1181.5,1171.47,1181.5,662887992,0.0106
CMG,2024-01-18 00:00:00.000000 UTC,39.7,39.95,39.5,39.5,-0.0125,228446,9664640.0,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1164.35,1169.73,1162.62,1169.06,596224450,0.0056000000000000008
CMG,2024-01-17 00:00:00.000000 UTC,40.45,40.6,39.85,40.0,-0.0123,181212,2886384.375,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1161.95,1168.46,1160.45,1162.53,769803132,-0.0005
CMG,2024-01-16 00:00:00.000000 UTC,40.3,40.5,39.7,40.5,0.0075,57015,6403679.51,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1149.93,1163.12,1147.71,1163.12,611399775,0.0078000000000000005
CMG,2024-01-15 00:00:00.000000 UTC,40.2,40.45,38.0,40.2,-0.0074,390274,8136180.0,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1158.33,1163.75,1154.12,1154.12,617145386,-0.0005
CMG,2024-01-12 00:00:00.000000 UTC,40.8,40.8,40.05,40.5,-0.0086,150670,13776061.76,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1159.25,1161.91,1146.75,1154.7,1086669255,-0.0065000000000000006
CMG,2024-01-11 00:00:00.000000 UTC,41.0,41.15,40.3,40.85,-0.0121,286650,6358126.364,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1161.54,1169.1,1157.43,1162.22,860493292,0.0006
