firm,time,open,high,low,close,dailyreturn,volume,Liquidity,yearReport,lengthReport,TOTALASSETS,LIABILITIES,Currentliabilities,Cashandcashequivalents,Revenue,PAT,SIZE,LEV,ROA,CASHRATIO,RevenueYoY,vnopen,vnhigh,vnlow,vnclose,vnvolume,vngrowth
CMG,2022-11-16 00:00:00.000000 UTC,24.65,27.23,23.71,27.23,0.0691,191574,2340042.702,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,911.9,945.42,873.78,942.9,1046754131,0.034
CMG,2022-11-15 00:00:00.000000 UTC,27.35,27.35,25.47,25.47,-0.0701,172724,1405538.69,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,941.04,941.04,900.17,911.9,692336869,-0.031
CMG,2022-11-14 00:00:00.000000 UTC,27.39,27.39,25.55,27.39,0.0,94421,5535045.9,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,954.53,954.53,923.53,941.04,666060408,-0.0141
CMG,2022-11-11 00:00:00.000000 UTC,28.1,28.1,27.0,27.39,0.0309,222291,1905579.962,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,947.24,966.7,947.24,954.53,736493658,0.0077
CMG,2022-11-10 00:00:00.000000 UTC,28.1,28.13,25.79,26.57,-0.0408,167823,3733162.24,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,985.59,985.59,935.78,947.24,698764030,-0.038900000000000004
CMG,2022-11-09 00:00:00.000000 UTC,26.61,27.78,26.53,27.7,0.0662,168464,1896738.153,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,981.65,994.79,977.93,985.59,583059080,0.004
CMG,2022-11-08 00:00:00.000000 UTC,25.08,26.22,25.04,25.98,0.0375,86149,3416976.286,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,975.19,981.86,956.97,981.65,660722948,0.0066
CMG,2022-11-07 00:00:00.000000 UTC,26.92,26.92,24.96,25.04,-0.0671,267463,5721985.293,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,997.15,997.15,969.61,975.19,646845431,-0.022000000000000002
CMG,2022-11-04 00:00:00.000000 UTC,28.1,28.17,26.84,26.84,-0.0693,283541,2142683.414,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1019.81,1019.81,974.61,997.15,753114300,-0.0222
CMG,2022-11-03 00:00:00.000000 UTC,29.74,29.74,28.17,28.84,-0.0415,116644,2047687.188,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1023.19,1023.95,1010.65,1019.81,442888391,-0.0033
CMG,2022-11-02 00:00:00.000000 UTC,29.7,30.09,28.17,30.09,-0.0013,130660,1291285.714,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1033.75,1034.73,1018.64,1023.19,578232400,-0.0102
CMG,2022-11-01 00:00:00.000000 UTC,30.72,30.72,29.74,30.13,-0.0192,42000,910029.913,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1027.94,1043.53,1027.39,1033.75,613979713,0.0056999999999999993
CMG,2022-10-31 00:00:00.000000 UTC,29.9,30.87,29.03,30.72,-0.0087,54507,709772.9408,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1027.36,1030.32,1005.0,1027.94,662040843,0.0006
CMG,2022-10-28 00:00:00.000000 UTC,31.11,31.26,29.74,30.99,-0.0039,34813,1954314.381,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1028.01,1044.57,1026.53,1027.36,654695656,-0.0006
CMG,2022-10-27 00:00:00.000000 UTC,30.91,31.15,29.97,31.11,0.0091,74127,981443.5319,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,993.36,1028.01,990.48,1028.01,647723295,0.0349
CMG,2022-10-26 00:00:00.000000 UTC,31.19,31.19,30.25,30.83,0.0102,29924,1039751.796,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,997.7,1004.55,984.71,993.36,448275048,-0.0044
CMG,2022-10-25 00:00:00.000000 UTC,30.25,30.52,27.78,30.52,0.0262,93346,1583838.502,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,986.15,1011.39,962.45,997.7,751178249,0.011699999999999999
CMG,2022-10-24 00:00:00.000000 UTC,31.7,31.7,29.35,29.74,-0.0571,125152,1310296.865,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1019.82,1023.51,977.41,986.15,654944880,-0.033
CMG,2022-10-21 00:00:00.000000 UTC,32.09,32.09,30.68,31.54,-0.0147,58577,756667.1538,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1058.45,1059.09,1013.69,1019.82,742095685,-0.0365
CMG,2022-10-20 00:00:00.000000 UTC,32.32,32.32,31.54,32.01,0.0,18438,5744606.057,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1060.07,1065.28,1048.21,1058.45,398325488,-0.0015
CMG,2022-10-19 00:00:00.000000 UTC,32.09,32.24,31.54,32.01,0.0149,125624,2416015.705,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1063.66,1065.99,1052.29,1060.07,400659500,-0.0034000000000000002
CMG,2022-10-18 00:00:00.000000 UTC,32.09,32.09,30.87,31.54,0.0077,93454,3941269.362,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1051.58,1071.74,1051.58,1063.66,514837794,0.0115
CMG,2022-10-17 00:00:00.000000 UTC,31.3,31.3,30.36,31.3,-0.0101,118364,861703.5556,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1061.85,1061.85,1033.59,1051.58,497417202,-0.0097
CMG,2022-10-14 00:00:00.000000 UTC,33.81,33.81,31.38,31.62,-0.0357,66222,2205024.224,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1050.99,1068.12,1050.99,1061.85,641479597,0.0103
CMG,2022-10-13 00:00:00.000000 UTC,32.79,32.79,30.25,32.79,0.0321,170807,1005114.14,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1034.48,1050.99,1025.04,1050.99,402643700,0.015600000000000001
CMG,2022-10-12 00:00:00.000000 UTC,30.21,31.77,30.05,31.77,0.0516,54416,2344565.314,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1006.74,1039.44,1002.89,1034.81,532825500,0.028399999999999998
CMG,2022-10-11 00:00:00.000000 UTC,32.79,32.79,30.21,30.21,-0.0699,200231,1039764.766,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1036.48,1036.48,998.64,1006.2,580908400,-0.0348
CMG,2022-10-10 00:00:00.000000 UTC,29.19,32.48,29.19,32.48,0.0454,105321,2935724.944,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1022.22,1051.02,1012.94,1042.48,541876100,0.0063
CMG,2022-10-07 00:00:00.000000 UTC,33.38,33.38,31.07,31.07,-0.0692,218266,508627.75,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1060.58,1062.23,1022.38,1035.91,788668100,-0.0359
CMG,2022-10-06 00:00:00.000000 UTC,34.51,35.18,33.34,33.38,-0.0416,28037,669647.6577,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1105.31,1106.97,1072.57,1074.52,499954800,-0.0269
CMG,2022-10-05 00:00:00.000000 UTC,35.22,35.69,34.2,34.83,0.0244,28647,2441995.745,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1092.08,1110.21,1092.08,1104.26,396842100,0.0242
CMG,2022-10-04 00:00:00.000000 UTC,33.34,34.28,33.34,34.0,0.0198,67514,1691844.968,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1095.73,1100.42,1069.74,1078.14,513862500,-0.0076
CMG,2022-10-03 00:00:00.000000 UTC,35.84,35.84,33.34,33.34,-0.0698,126863,1341701.565,2022,4,6922760000000.0,3847110000000.0,2881130000000.0,371654000000.0,2302110000000.0,111603000000.0,12.84,0.5557,0.0161,0.129,0.2523,1124.46,1126.46,1079.86,1086.44,501911900,-0.0403
CMG,2022-09-30 00:00:00.000000 UTC,34.9,35.92,34.08,35.84,0.0269,68882,2455181.313,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1116.11,1135.47,1099.44,1132.11,612447000,0.0054
CMG,2022-09-29 00:00:00.000000 UTC,36.23,37.49,34.9,34.9,-0.0388,182204,2334640.686,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1149.78,1159.49,1126.07,1126.07,415993300,-0.015300000000000001
CMG,2022-09-28 00:00:00.000000 UTC,37.17,37.49,36.31,36.31,-0.0414,75871,1527490.851,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1158.6,1162.6,1142.79,1143.62,496730000,-0.0196
CMG,2022-09-27 00:00:00.000000 UTC,36.0,37.88,36.0,37.88,0.0191,75810,2339069.303,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1177.66,1180.75,1166.44,1166.54,406199700,-0.0067
CMG,2022-09-26 00:00:00.000000 UTC,39.91,39.91,36.94,37.17,-0.0614,186899,3038120.426,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1186.41,1190.27,1159.12,1174.35,701894100,-0.024
CMG,2022-09-23 00:00:00.000000 UTC,39.91,40.07,39.13,39.6,-0.0058,72117,5783686.512,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1214.81,1216.59,1201.45,1203.28,443208000,-0.0093999999999999986
CMG,2022-09-22 00:00:00.000000 UTC,39.29,39.91,39.05,39.83,0.0,124880,2024793.795,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1200.34,1214.7,1196.64,1214.7,435982100,0.0034000000000000002
CMG,2022-09-21 00:00:00.000000 UTC,40.85,40.85,39.68,39.83,-0.0214,59478,4242715.503,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1213.2,1217.28,1204.68,1210.55,325527500,-0.0069
CMG,2022-09-20 00:00:00.000000 UTC,40.23,41.09,39.6,40.7,0.0099,155323,2852512.115,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1212.08,1218.93,1199.71,1218.93,412723400,0.011200000000000002
CMG,2022-09-19 00:00:00.000000 UTC,41.4,41.48,39.21,40.3,-0.0247,160675,4438004.634,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1231.8,1233.46,1202.07,1205.43,641804000,-0.0232
CMG,2022-09-16 00:00:00.000000 UTC,42.26,42.89,40.62,41.32,-0.0039,243811,5016340.755,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1243.15,1246.17,1230.37,1234.03,594453000,-0.009300000000000001
CMG,2022-09-15 00:00:00.000000 UTC,39.91,41.48,39.36,41.48,0.0475,256380,5090560.396,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1246.92,1250.93,1243.45,1245.66,385727500,0.0039000000000000003
CMG,2022-09-14 00:00:00.000000 UTC,39.83,39.83,38.82,39.6,-0.0058,129835,4589071.738,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1229.76,1242.17,1228.51,1240.77,574337900,-0.0060999999999999995
CMG,2022-09-13 00:00:00.000000 UTC,39.52,41.16,39.52,39.83,0.0179,188955,5431074.606,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1251.1,1252.35,1243.87,1248.4,410707400,-0.001
CMG,2022-09-12 00:00:00.000000 UTC,38.0,39.13,36.82,39.13,0.0685,320618,8595802.703,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1255.16,1257.8,1248.97,1249.62,390724400,0.0007000000000000001
CMG,2022-09-09 00:00:00.000000 UTC,36.28,36.62,35.88,36.62,0.0141,173700,6874274.074,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1241.26,1248.78,1228.54,1248.78,542039800,0.0115
CMG,2022-09-08 00:00:00.000000 UTC,36.73,36.79,35.71,36.11,0.0064,205600,10847241.6,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1251.22,1251.36,1234.6,1234.6,557779800,-0.0069
CMG,2022-09-07 00:00:00.000000 UTC,36.96,36.96,35.71,35.88,-0.0247,377900,8851705.579,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1274.68,1275.07,1243.17,1243.17,796593600,-0.0268
CMG,2022-09-06 00:00:00.000000 UTC,34.52,36.79,34.46,36.79,0.0695,560600,41426518.52,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1279.58,1286.92,1277.4,1277.4,537987600,0.0
CMG,2022-09-05 00:00:00.000000 UTC,34.06,34.52,33.44,34.4,0.0253,1300600,21331141.22,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1280.34,1285.7,1275.35,1277.35,466166300,-0.0025
CMG,2022-08-31 00:00:00.000000 UTC,34.4,34.69,33.38,33.55,-0.0406,832900,9764905.344,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1276.65,1285.29,1274.99,1280.51,462420100,0.0009
CMG,2022-08-30 00:00:00.000000 UTC,34.74,35.71,34.4,34.97,0.0098,365800,3789127.184,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1271.01,1287.65,1271.01,1279.39,473770000,0.0068000000000000005
CMG,2022-08-29 00:00:00.000000 UTC,34.12,34.69,33.66,34.63,0.0149,112700,5693029.371,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1263.43,1271.56,1249.17,1270.8,793997300,-0.0092
CMG,2022-08-26 00:00:00.000000 UTC,34.8,35.26,33.83,34.12,-0.0307,238600,5438647.887,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1291.29,1295.12,1280.05,1282.57,614354500,-0.0049
CMG,2022-08-25 00:00:00.000000 UTC,36.39,36.39,34.97,35.2,-0.0327,219400,1533415.094,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1279.45,1289.18,1279.45,1288.88,562124700,0.0092
CMG,2022-08-24 00:00:00.000000 UTC,37.87,37.98,36.39,36.39,-0.0391,67000,2863138.462,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1275.57,1280.36,1272.33,1277.16,519810800,0.005
CMG,2022-08-23 00:00:00.000000 UTC,37.13,38.04,37.13,37.87,-0.006,68800,2065617.647,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1253.45,1270.81,1253.45,1270.81,520796300,0.008199999999999999
CMG,2022-08-22 00:00:00.000000 UTC,37.7,38.38,37.36,38.1,-0.0117,55300,2122517.647,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1268.52,1270.57,1255.83,1260.43,566785900,-0.0069
CMG,2022-08-19 00:00:00.000000 UTC,38.95,38.95,38.1,38.55,-0.0176,46800,2356708.235,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1272.04,1280.0,1263.45,1269.18,568209800,-0.0034999999999999996
CMG,2022-08-18 00:00:00.000000 UTC,38.38,39.8,38.1,39.24,0.0224,102100,2130368.116,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1273.45,1283.15,1268.64,1273.66,558424300,-0.0013
CMG,2022-08-17 00:00:00.000000 UTC,38.1,38.5,37.81,38.38,-0.0031,38300,5597777.778,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1276.76,1280.61,1271.97,1275.28,644581600,0.0005
CMG,2022-08-16 00:00:00.000000 UTC,37.87,38.5,37.87,38.5,0.0076,91600,1711875.33,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1274.18,1275.93,1271.11,1274.69,569526100,0.0004
CMG,2022-08-15 00:00:00.000000 UTC,35.94,38.21,35.94,38.21,0.0483,101700,1850009.434,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1268.56,1274.24,1267.14,1274.2,585580500,0.0093999999999999986
CMG,2022-08-12 00:00:00.000000 UTC,35.14,36.73,35.14,36.45,0.0273,80700,4458972.973,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1250.76,1262.33,1248.65,1262.33,508817800,0.008199999999999999
CMG,2022-08-11 00:00:00.000000 UTC,35.2,35.94,35.2,35.48,0.008,93000,4203294.118,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1261.91,1268.03,1245.85,1252.07,765336500,-0.0034999999999999996
CMG,2022-08-10 00:00:00.000000 UTC,35.31,35.54,35.2,35.2,-0.0173,40600,2402047.059,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1255.69,1260.36,1253.89,1256.5,584384800,-0.0019
CMG,2022-08-09 00:00:00.000000 UTC,35.48,35.82,34.97,35.82,0.0079,57000,1183272.941,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1260.36,1263.14,1252.84,1258.85,655262300,0.0017000000000000001
CMG,2022-08-08 00:00:00.000000 UTC,34.69,35.54,34.69,35.54,0.0,28300,1196422.901,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1252.36,1258.84,1252.04,1256.75,634015600,0.0032
CMG,2022-08-05 00:00:00.000000 UTC,34.97,35.54,34.23,35.54,-0.0031,44100,826241.1765,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1250.25,1253.75,1245.05,1252.74,604391400,-0.0011
CMG,2022-08-04 00:00:00.000000 UTC,34.12,35.82,34.12,35.65,0.0277,39400,711820.7792,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1252.49,1257.38,1247.38,1254.15,655935800,0.0034999999999999996
CMG,2022-08-03 00:00:00.000000 UTC,33.95,35.2,33.66,34.69,-0.0162,31600,828610.0,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1233.84,1250.2,1232.41,1249.76,702358600,0.0066
CMG,2022-08-02 00:00:00.000000 UTC,35.26,35.26,34.46,35.26,0.0051,18800,990279.1667,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1230.31,1241.91,1224.11,1241.62,734388200,0.0083
CMG,2022-08-01 00:00:00.000000 UTC,34.12,35.08,34.12,35.08,0.0475,27100,730690.9091,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1209.05,1231.35,1206.46,1231.35,681871300,0.0207
CMG,2022-07-29 00:00:00.000000 UTC,33.49,33.49,33.27,33.49,0.0103,4800,644785.7143,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1214.32,1217.84,1206.33,1206.33,537058300,-0.0015
CMG,2022-07-28 00:00:00.000000 UTC,33.09,34.0,33.09,33.15,-0.0187,17700,2519590.588,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1201.77,1214.03,1198.68,1208.12,620546700,0.0143
CMG,2022-07-27 00:00:00.000000 UTC,32.98,33.83,32.98,33.78,0.0138,63400,256070.3704,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1180.83,1191.04,1178.58,1191.04,387799200,0.005
CMG,2022-07-26 00:00:00.000000 UTC,32.24,33.32,32.24,33.32,-0.0051,8300,337456.4885,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1189.2,1194.15,1184.44,1185.07,388328300,-0.0029
CMG,2022-07-25 00:00:00.000000 UTC,32.41,33.49,32.18,33.49,0.0333,13200,158281.3953,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1191.43,1198.16,1184.32,1188.5,410066000,-0.0052
CMG,2022-07-22 00:00:00.000000 UTC,32.98,33.27,32.41,32.41,-0.034,4200,980692.3077,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1199.16,1202.69,1194.76,1194.76,448428100,-0.0031
CMG,2022-07-21 00:00:00.000000 UTC,33.27,33.55,32.64,33.55,0.0018,26600,725616.6667,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1195.03,1201.91,1194.89,1198.47,500949000,0.0036
CMG,2022-07-20 00:00:00.000000 UTC,32.98,34.06,32.98,33.49,0.0155,23400,733244.6602,2022,3,6494100000000.0,3550470000000.0,2764110000000.0,298398000000.0,1821070000000.0,76105917172.0,12.81,0.5467,0.011699999999999999,0.10800000000000001,0.3236,1188.12,1198.63,1185.82,1194.14,601098600,0.0134
