firm,time,open,high,low,close,dailyreturn,volume,Liquidity,yearReport,lengthReport,TOTALASSETS,LIABILITIES,Currentliabilities,Cashandcashequivalents,Revenue,PAT,SIZE,LEV,ROA,CASHRATIO,RevenueYoY,vnopen,vnhigh,vnlow,vnclose,vnvolume,vngrowth,SentimentLevel,SentimentLevelId,Score,Positive_cnt,Negative_cnt,Neutral_cnt
CMG,2024-05-09 00:00:00.000000 UTC,55.4,55.4,54.2,55.4,0.0695,1356270,12212233.93,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1254.12,1256.8,1243.29,1248.64,771552716,-0.0015,Trung lập,0,48,1,0,0
CMG,2024-05-08 00:00:00.000000 UTC,48.45,51.8,47.55,51.8,0.0691,1001969,18827571.12,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1243.61,1251.62,1234.76,1250.46,981802972,0.0015,Trung lập,0,45,1,0,0
CMG,2024-04-08 00:00:00.000000 UTC,46.5,49.5,44.0,45.05,-0.0476,1097462,11531429.17,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1255.51,1258.4,1246.87,1250.35,876038830,-0.0038,Tham lam,1,64,1,0,0
CMG,2024-04-08 00:00:00.000000 UTC,46.5,49.5,44.0,45.05,-0.0476,1097462,11531429.17,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1255.51,1258.4,1246.87,1250.35,876038830,-0.0038,Tham lam,1,64,1,0,0
CMG,2024-03-07 00:00:00.000000 UTC,40.8,40.8,40.15,40.35,-0.0159,114610,3372962.105,2024,1,6922260000000.0,3580660000000.0,2732740000000.0,525856000000.0,1649220000000.0,43478543809.0,12.84,0.5173,0.0063,0.1924,-0.1016,1263.51,1269.88,1260.24,1268.46,1017267325,0.0045000000000000005,Tham lam cực độ,2,75,1,0,0
ELC,2024-09-24 00:00:00.000000 UTC,24.45,24.45,24.25,24.4,0.0062,204800,21873500.0,2024,3,1584670000000.0,716167000000.0,404214000000.0,115330000000.0,177037000000.0,9115863591.0,12.2,0.45189999999999997,0.0058,0.2853,-0.4733,1268.48,1276.99,1266.68,1276.99,817535117,0.0067,Trung lập,0,46,1,0,0
ELC,2024-06-10 00:00:00.000000 UTC,27.75,27.75,27.1,27.2,-0.0037,1661887,73652997.6,2024,2,1562290000000.0,702773000000.0,392658000000.0,144952000000.0,143221000000.0,4185825253.0,12.19,0.4498,0.0027,0.36920000000000003,3.0553,1292.89,1297.39,1287.44,1290.67,858651954,0.0024,Tham lam,1,58,0,0,1
ELC,2024-05-14 00:00:00.000000 UTC,25.45,27.2,25.45,27.2,0.0584,3150517,41115093.64,2024,2,1562290000000.0,702773000000.0,392658000000.0,144952000000.0,143221000000.0,4185825253.0,12.19,0.4498,0.0027,0.36920000000000003,3.0553,1247.49,1252.52,1240.88,1243.28,640493532,0.0025,Trung lập,0,45,1,0,0
ELC,2024-04-16 00:00:00.000000 UTC,21.3,21.45,20.5,21.0,-0.0187,1022017,13616274.3,2024,2,1562290000000.0,702773000000.0,392658000000.0,144952000000.0,143221000000.0,4185825253.0,12.19,0.4498,0.0027,0.36920000000000003,3.0553,1216.65,1222.45,1191.73,1215.68,1355239132,-0.0008,Tham lam,1,56,0,0,1
ELC,2024-04-11 00:00:00.000000 UTC,22.3,22.8,22.2,22.75,0.0066,439116,14728452.29,2024,2,1562290000000.0,702773000000.0,392658000000.0,144952000000.0,143221000000.0,4185825253.0,12.19,0.4498,0.0027,0.36920000000000003,3.0553,1255.46,1262.03,1248.11,1258.2,686819590,-0.0003,Tham lam,1,57,1,0,0
ELC,2024-04-03 00:00:00.000000 UTC,24.4,25.0,24.1,24.3,0.0041,2086161,68006786.22,2024,2,1562290000000.0,702773000000.0,392658000000.0,144952000000.0,143221000000.0,4185825253.0,12.19,0.4498,0.0027,0.36920000000000003,3.0553,1285.26,1288.99,1271.47,1271.47,1077322954,-0.0121,Tham lam cực độ,2,70,0,1,0
ELC,2024-04-02 00:00:00.000000 UTC,24.2,24.3,23.85,24.2,0.0021,1264589,71686377.0,2024,2,1562290000000.0,702773000000.0,392658000000.0,144952000000.0,143221000000.0,4185825253.0,12.19,0.4498,0.0027,0.36920000000000003,3.0553,1275.83,1287.04,1268.48,1287.04,1087683661,0.0043,Tham lam cực độ,2,76,0,1,0
ELC,2024-03-28 00:00:00.000000 UTC,23.95,23.95,23.2,23.3,-0.0127,589792,37946502.93,2024,1,1554670000000.0,707581000000.0,395170000000.0,108154000000.0,107367000000.0,7233556497.0,12.19,0.4551,0.0046999999999999993,0.2737,0.2498,1288.41,1293.9,1285.52,1290.18,1012175340,0.0055000000000000005,Tham lam cực độ,2,71,0,0,1
ELC,2024-03-04 00:00:00.000000 UTC,22.9,22.9,22.3,22.4,-0.0088,811516,22394792.0,2024,1,1554670000000.0,707581000000.0,395170000000.0,108154000000.0,107367000000.0,7233556497.0,12.19,0.4551,0.0046999999999999993,0.2737,0.2498,1258.28,1268.25,1256.54,1261.41,1183086384,0.0025,Tham lam cực độ,2,78,1,0,0
FPT,2024-09-30 00:00:00.000000 UTC,134.2,134.5,133.0,134.5,0.0022,3030500,499939733.3,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1290.94,1292.03,1283.92,1287.94,748397879,-0.0023,Trung lập,0,51,0,1,0
FPT,2024-09-27 00:00:00.000000 UTC,134.3,134.4,133.5,134.2,-0.0007,3352800,343759163.6,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1295.03,1300.31,1287.21,1290.92,950804402,-0.0004,Trung lập,0,48,1,0,0
FPT,2024-09-27 00:00:00.000000 UTC,134.3,134.4,133.5,134.2,-0.0007,3352800,343759163.6,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1295.03,1300.31,1287.21,1290.92,950804402,-0.0004,Trung lập,0,48,1,0,0
FPT,2024-09-26 00:00:00.000000 UTC,135.0,135.0,133.9,134.3,-0.0037,2815600,503242100.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1290.03,1298.71,1289.15,1291.49,956803250,0.0031,Trung lập,0,47,1,0,0
FPT,2024-09-26 00:00:00.000000 UTC,135.0,135.0,133.9,134.3,-0.0037,2815600,503242100.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1290.03,1298.71,1289.15,1291.49,956803250,0.0031,Trung lập,0,47,1,0,0
FPT,2024-09-26 00:00:00.000000 UTC,135.0,135.0,133.9,134.3,-0.0037,2815600,503242100.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1290.03,1298.71,1289.15,1291.49,956803250,0.0031,Trung lập,0,47,1,0,0
FPT,2024-09-26 00:00:00.000000 UTC,135.0,135.0,133.9,134.3,-0.0037,2815600,503242100.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1290.03,1298.71,1289.15,1291.49,956803250,0.0031,Trung lập,0,47,1,0,0
FPT,2024-09-25 00:00:00.000000 UTC,134.3,134.8,133.6,134.8,0.0022,4479900,270533300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.04,1288.44,1280.47,1287.48,992827530,0.008199999999999999,Trung lập,0,47,1,0,0
FPT,2024-09-25 00:00:00.000000 UTC,134.3,134.8,133.6,134.8,0.0022,4479900,270533300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.04,1288.44,1280.47,1287.48,992827530,0.008199999999999999,Trung lập,0,47,1,0,0
FPT,2024-09-25 00:00:00.000000 UTC,134.3,134.8,133.6,134.8,0.0022,4479900,270533300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.04,1288.44,1280.47,1287.48,992827530,0.008199999999999999,Trung lập,0,47,1,0,0
FPT,2024-09-25 00:00:00.000000 UTC,134.3,134.8,133.6,134.8,0.0022,4479900,270533300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.04,1288.44,1280.47,1287.48,992827530,0.008199999999999999,Trung lập,0,47,1,0,0
FPT,2024-09-25 00:00:00.000000 UTC,134.3,134.8,133.6,134.8,0.0022,4479900,270533300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.04,1288.44,1280.47,1287.48,992827530,0.008199999999999999,Trung lập,0,47,1,0,0
FPT,2024-09-24 00:00:00.000000 UTC,134.0,134.7,133.7,134.5,0.0037,2011400,130848320.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1268.48,1276.99,1266.68,1276.99,817535117,0.0067,Trung lập,0,46,0,0,1
FPT,2024-09-24 00:00:00.000000 UTC,134.0,134.7,133.7,134.5,0.0037,2011400,130848320.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1268.48,1276.99,1266.68,1276.99,817535117,0.0067,Trung lập,0,46,0,1,0
FPT,2024-09-20 00:00:00.000000 UTC,136.3,137.0,135.0,135.3,0.0007,3719700,464574240.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1271.27,1283.3,1271.27,1272.04,898259995,0.0006,Sợ hãi,-1,44,1,0,0
FPT,2024-09-20 00:00:00.000000 UTC,136.3,137.0,135.0,135.3,0.0007,3719700,464574240.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1271.27,1283.3,1271.27,1272.04,898259995,0.0006,Sợ hãi,-1,44,1,0,0
FPT,2024-09-19 00:00:00.000000 UTC,135.0,135.8,134.3,135.2,0.0045,5154300,314823547.8,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1268.28,1271.27,1264.82,1271.27,607580549,0.005,Sợ hãi,-1,43,0,0,1
FPT,2024-09-19 00:00:00.000000 UTC,135.0,135.8,134.3,135.2,0.0045,5154300,314823547.8,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1268.28,1271.27,1264.82,1271.27,607580549,0.005,Sợ hãi,-1,43,1,0,0
FPT,2024-09-19 00:00:00.000000 UTC,135.0,135.8,134.3,135.2,0.0045,5154300,314823547.8,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1268.28,1271.27,1264.82,1271.27,607580549,0.005,Sợ hãi,-1,43,1,0,0
FPT,2024-09-18 00:00:00.000000 UTC,133.4,135.2,132.9,134.6,0.0128,5379600,207277094.1,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1258.95,1271.77,1257.93,1264.9,799783535,0.0046999999999999993,Sợ hãi,-1,43,1,0,0
FPT,2024-09-17 00:00:00.000000 UTC,131.2,132.9,131.2,132.9,0.0137,2651400,132183300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1239.99,1258.95,1238.69,1258.95,632194532,0.0159,Sợ hãi,-1,44,0,0,1
FPT,2024-09-17 00:00:00.000000 UTC,131.2,132.9,131.2,132.9,0.0137,2651400,132183300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1239.99,1258.95,1238.69,1258.95,632194532,0.0159,Sợ hãi,-1,44,1,0,0
FPT,2024-09-17 00:00:00.000000 UTC,131.2,132.9,131.2,132.9,0.0137,2651400,132183300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1239.99,1258.95,1238.69,1258.95,632194532,0.0159,Sợ hãi,-1,44,1,0,0
FPT,2024-09-17 00:00:00.000000 UTC,131.2,132.9,131.2,132.9,0.0137,2651400,132183300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1239.99,1258.95,1238.69,1258.95,632194532,0.0159,Sợ hãi,-1,44,1,0,0
FPT,2024-09-17 00:00:00.000000 UTC,131.2,132.9,131.2,132.9,0.0137,2651400,132183300.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1239.99,1258.95,1238.69,1258.95,632194532,0.0159,Sợ hãi,-1,44,1,0,0
FPT,2024-09-10 00:00:00.000000 UTC,131.0,131.0,129.6,130.0,-0.0099,4195100,210459311.1,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1270.31,1271.83,1252.22,1255.23,690102153,-0.0098999999999999991,Trung lập,0,45,1,0,0
FPT,2024-09-09 00:00:00.000000 UTC,130.8,131.9,130.1,131.3,-0.0061,2885200,194156515.4,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1273.96,1273.96,1262.97,1267.73,497552945,-0.0049,Trung lập,0,46,1,0,0
FPT,2024-09-09 00:00:00.000000 UTC,130.8,131.9,130.1,131.3,-0.0061,2885200,194156515.4,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1273.96,1273.96,1262.97,1267.73,497552945,-0.0049,Trung lập,0,46,1,0,0
FPT,2024-09-09 00:00:00.000000 UTC,130.8,131.9,130.1,131.3,-0.0061,2885200,194156515.4,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1273.96,1273.96,1262.97,1267.73,497552945,-0.0049,Trung lập,0,46,1,0,0
FPT,2024-09-06 00:00:00.000000 UTC,130.5,132.9,130.3,132.1,0.0115,3821400,318806472.7,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1268.22,1274.44,1262.94,1273.96,637094418,0.0045000000000000005,,,,0,0,1
FPT,2024-09-05 00:00:00.000000 UTC,133.0,133.0,129.7,130.6,-0.018,8055600,402121066.7,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1276.46,1282.21,1266.05,1268.21,665625986,-0.0059,,,,0,0,1
FPT,2024-09-05 00:00:00.000000 UTC,133.0,133.0,129.7,130.6,-0.018,8055600,402121066.7,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1276.46,1282.21,1266.05,1268.21,665625986,-0.0059,,,,1,0,0
FPT,2024-09-04 00:00:00.000000 UTC,133.0,133.0,131.5,133.0,-0.0134,4535200,235247284.2,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1273.86,1277.27,1268.43,1275.8,648409343,-0.0063,Trung lập,0,46,0,1,0
FPT,2024-08-29 00:00:00.000000 UTC,132.8,133.8,132.2,133.7,0.003,2092700,225901843.8,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1281.05,1288.2,1280.24,1281.47,634088620,0.0,Trung lập,0,47,1,0,0
FPT,2024-08-28 00:00:00.000000 UTC,133.0,134.5,132.9,133.3,0.006,2711500,140841477.3,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.6,1285.72,1276.9,1281.44,717617522,0.0007000000000000001,Trung lập,0,47,1,0,0
FPT,2024-08-28 00:00:00.000000 UTC,133.0,134.5,132.9,133.3,0.006,2711500,140841477.3,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1283.6,1285.72,1276.9,1281.44,717617522,0.0007000000000000001,Trung lập,0,47,1,0,0
FPT,2024-08-27 00:00:00.000000 UTC,131.5,132.6,130.4,132.5,0.0076,2338500,170312225.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1280.02,1282.92,1274.7,1280.56,660799355,0.0004,Trung lập,0,47,1,0,0
FPT,2024-08-27 00:00:00.000000 UTC,131.5,132.6,130.4,132.5,0.0076,2338500,170312225.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1280.02,1282.92,1274.7,1280.56,660799355,0.0004,Trung lập,0,47,1,0,0
FPT,2024-08-27 00:00:00.000000 UTC,131.5,132.6,130.4,132.5,0.0076,2338500,170312225.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1280.02,1282.92,1274.7,1280.56,660799355,0.0004,Trung lập,0,47,1,0,0
FPT,2024-08-27 00:00:00.000000 UTC,131.5,132.6,130.4,132.5,0.0076,2338500,170312225.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1280.02,1282.92,1274.7,1280.56,660799355,0.0004,Trung lập,0,47,1,0,0
FPT,2024-08-27 00:00:00.000000 UTC,131.5,132.6,130.4,132.5,0.0076,2338500,170312225.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1280.02,1282.92,1274.7,1280.56,660799355,0.0004,Trung lập,0,47,1,0,0
FPT,2024-08-26 00:00:00.000000 UTC,133.3,133.5,131.5,131.5,-0.012,2590300,312785000.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1287.89,1290.45,1278.72,1280.02,775470385,-0.0040999999999999995,Trung lập,0,47,1,0,0
FPT,2024-08-26 00:00:00.000000 UTC,133.3,133.5,131.5,131.5,-0.012,2590300,312785000.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1287.89,1290.45,1278.72,1280.02,775470385,-0.0040999999999999995,Trung lập,0,47,1,0,0
FPT,2024-08-26 00:00:00.000000 UTC,133.3,133.5,131.5,131.5,-0.012,2590300,312785000.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1287.89,1290.45,1278.72,1280.02,775470385,-0.0040999999999999995,Trung lập,0,47,1,0,0
FPT,2024-08-22 00:00:00.000000 UTC,134.0,134.5,133.5,133.8,0.0022,3020500,255306234.4,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1284.05,1288.42,1280.42,1282.78,687364524,-0.001,Trung lập,0,46,1,0,0
FPT,2024-08-21 00:00:00.000000 UTC,130.6,133.8,130.6,133.5,0.0152,6119700,273330055.6,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1272.05,1284.05,1268.91,1284.05,836416946,0.0090000000000000011,Sợ hãi,-1,44,1,0,0
FPT,2024-08-21 00:00:00.000000 UTC,130.6,133.8,130.6,133.5,0.0152,6119700,273330055.6,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1272.05,1284.05,1268.91,1284.05,836416946,0.0090000000000000011,Sợ hãi,-1,44,1,0,0
FPT,2024-08-21 00:00:00.000000 UTC,130.6,133.8,130.6,133.5,0.0152,6119700,273330055.6,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1272.05,1284.05,1268.91,1284.05,836416946,0.0090000000000000011,Sợ hãi,-1,44,1,0,0
FPT,2024-08-20 00:00:00.000000 UTC,130.7,132.5,130.7,131.5,0.0077,3741400,232886571.4,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1261.62,1275.95,1261.62,1272.55,810158292,0.0087,Sợ hãi,-1,42,1,0,0
FPT,2024-08-19 00:00:00.000000 UTC,131.1,131.4,130.0,130.5,-0.0008,2498400,350117978.9,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1252.23,1263.84,1252.23,1261.62,698632210,0.0075,Sợ hãi,-1,42,1,0,0
FPT,2024-08-16 00:00:00.000000 UTC,129.1,131.0,129.1,130.6,0.0148,5093600,223502400.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1225.73,1253.24,1225.73,1252.23,965064150,0.023399999999999997,Sợ hãi,-1,42,0,0,1
FPT,2024-08-16 00:00:00.000000 UTC,129.1,131.0,129.1,130.6,0.0148,5093600,223502400.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1225.73,1253.24,1225.73,1252.23,965064150,0.023399999999999997,Sợ hãi,-1,42,1,0,0
FPT,2024-08-16 00:00:00.000000 UTC,129.1,131.0,129.1,130.6,0.0148,5093600,223502400.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1225.73,1253.24,1225.73,1252.23,965064150,0.023399999999999997,Sợ hãi,-1,42,1,0,0
FPT,2024-08-15 00:00:00.000000 UTC,129.1,129.5,128.2,128.7,-0.0062,2257600,185327450.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1230.2,1231.69,1222.28,1223.56,497056231,-0.0055000000000000005,,,,1,0,0
FPT,2024-08-15 00:00:00.000000 UTC,129.1,129.5,128.2,128.7,-0.0062,2257600,185327450.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1230.2,1231.69,1222.28,1223.56,497056231,-0.0055000000000000005,,,,1,0,0
FPT,2024-08-14 00:00:00.000000 UTC,130.7,131.5,129.5,129.5,-0.0015,2862200,241589831.8,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1230.42,1236.51,1228.93,1230.36,507177627,0.0,Sợ hãi,-1,42,1,0,0
FPT,2024-08-13 00:00:00.000000 UTC,129.7,130.2,128.0,129.7,-0.0023,4097900,200963750.0,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1229.81,1231.55,1223.01,1230.42,539116428,0.0001,Sợ hãi,-1,41,1,0,0
FPT,2024-08-12 00:00:00.000000 UTC,126.9,130.2,126.2,130.0,0.0244,6183500,142345542.9,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1223.64,1231.46,1221.16,1230.28,551151486,0.0054,Sợ hãi,-1,43,1,0,0
FPT,2024-08-09 00:00:00.000000 UTC,122.4,126.9,122.0,126.9,0.0453,5496400,214869906.7,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1208.32,1225.02,1208.32,1223.64,586759414,0.0127,Sợ hãi,-1,43,1,0,0
FPT,2024-08-08 00:00:00.000000 UTC,121.6,122.4,120.9,121.4,-0.0049,2654900,191323111.1,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1211.83,1219.97,1202.58,1208.32,758833010,-0.0062,Sợ hãi,-1,42,1,0,0
FPT,2024-08-08 00:00:00.000000 UTC,121.6,122.4,120.9,121.4,-0.0049,2654900,191323111.1,2024,3,67581600000000.0,32217400000000.0,30969600000000.0,7935630000000.0,15972400000000.0,2088850000000.0,13.83,0.4767,0.030899999999999997,0.2562,0.1606,1211.83,1219.97,1202.58,1208.32,758833010,-0.0062,Sợ hãi,-1,42,1,0,0
