firm,time,open,high,low,close,dailyreturn,volume,Liquidity,yearReport,lengthReport,TOTALASSETS,LIABILITIES,Currentliabilities,Cashandcashequivalents,Revenue,PAT,SIZE,LEV,ROA,CASHRATIO,RevenueYoY,vnopen,vnhigh,vnlow,vnclose,vnvolume,vngrowth,SentimentLevel,SentimentLevelId,Score,Positive_cnt,Negative_cnt,Neutral_cnt
CMG,2024-07-05 00:00:00.000000 UTC,65.0,66.1,63.9,64.2,-0.0031,1415652,57692941.25,2024,3,7696550000000.0,4251330000000.0,3222340000000.0,536522000000.0,2184510000000.0,61050888486.0,12.89,0.5524,0.0079,0.16649999999999998,0.22329999999999997,1279.89,1284.98,1276.93,1283.04,616503474,0.0025,Trung lập,0,54,1,0,0
CMG,2024-07-05 00:00:00.000000 UTC,65.0,66.1,63.9,64.2,-0.0031,1415652,57692941.25,2024,3,7696550000000.0,4251330000000.0,3222340000000.0,536522000000.0,2184510000000.0,61050888486.0,12.89,0.5524,0.0079,0.16649999999999998,0.22329999999999997,1279.89,1284.98,1276.93,1283.04,616503474,0.0025,Trung lập,0,54,1,0,0
CMG,2024-07-05 00:00:00.000000 UTC,65.0,66.1,63.9,64.2,-0.0031,1415652,57692941.25,2024,3,7696550000000.0,4251330000000.0,3222340000000.0,536522000000.0,2184510000000.0,61050888486.0,12.89,0.5524,0.0079,0.16649999999999998,0.22329999999999997,1279.89,1284.98,1276.93,1283.04,616503474,0.0025,Trung lập,0,54,1,0,0
CMG,2024-07-04 00:00:00.000000 UTC,63.0,64.4,62.8,64.4,0.0255,1433365,69032062.67,2024,3,7696550000000.0,4251330000000.0,3222340000000.0,536522000000.0,2184510000000.0,61050888486.0,12.89,0.5524,0.0079,0.16649999999999998,0.22329999999999997,1279.12,1283.13,1274.58,1279.89,523462424,0.0024,Trung lập,0,55,1,0,0
CMG,2024-06-18 00:00:00.000000 UTC,68.8,69.4,68.2,68.4,0.0074,1394227,83677134.48,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1280.29,1286.52,1278.38,1279.5,805289430,0.0037,,,,1,0,0
CMG,2024-06-17 00:00:00.000000 UTC,70.2,71.0,67.9,67.9,-0.03,3820311,44959663.64,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1281.85,1283.1,1272.54,1274.77,900555134,-0.004,,,,1,0,0
CMG,2024-06-12 00:00:00.000000 UTC,68.4,70.5,67.8,69.6,0.0146,2037503,41770206.27,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1285.2,1301.35,1281.71,1300.19,895254667,0.0123,Tham lam,1,60,1,0,0
CMG,2024-06-06 00:00:00.000000 UTC,68.4,69.3,67.4,68.4,0.0179,2178517,35621152.0,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1288.79,1292.02,1278.4,1283.56,893066672,-0.0006,Tham lam,1,58,0,1,0
CMG,2024-06-06 00:00:00.000000 UTC,68.4,69.3,67.4,68.4,0.0179,2178517,35621152.0,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1288.79,1292.02,1278.4,1283.56,893066672,-0.0006,Tham lam,1,58,1,0,0
CMG,2024-06-05 00:00:00.000000 UTC,69.4,72.0,67.2,67.2,-0.019,2544368,76521130.8,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1284.36,1293.93,1284.35,1284.35,925054928,0.0006,Tham lam,1,56,0,1,0
CMG,2024-06-04 00:00:00.000000 UTC,67.5,69.6,67.1,68.5,0.0522,2792742,83096523.0,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1286.14,1289.31,1281.98,1283.52,935848681,0.0027,Tham lam,1,57,1,0,0
CMG,2024-06-04 00:00:00.000000 UTC,67.5,69.6,67.1,68.5,0.0522,2792742,83096523.0,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1286.14,1289.31,1281.98,1283.52,935848681,0.0027,Tham lam,1,57,1,0,0
CMG,2024-05-16 00:00:00.000000 UTC,63.4,63.7,60.4,60.6,-0.0381,3486211,42540880.34,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1264.69,1271.66,1261.19,1268.78,885055936,0.0115,Trung lập,0,46,1,0,0
CMG,2024-05-14 00:00:00.000000 UTC,58.4,62.4,58.4,62.4,0.0685,1474094,26661443.25,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1247.49,1252.52,1240.88,1243.28,640493532,0.0025,Trung lập,0,45,1,0,0
CMG,2024-05-10 00:00:00.000000 UTC,59.0,59.2,57.1,58.9,0.0632,3003530,62614465.0,2024,2,7303540000000.0,3862930000000.0,2926820000000.0,474870000000.0,1793660000000.0,83226280864.0,12.86,0.5289,0.011399999999999999,0.16219999999999998,0.011899999999999999,1252.04,1252.5,1237.46,1244.7,669111203,-0.0032,Trung lập,0,47,1,0,0
